Segment,Frequency,Year,Quarter,Month,City,TOM_4q,Share_closed_2w_4q
EFH,quarterly,2017,1,,Chemnitz,94.40816307067871,0.22418047860264778
EFH,quarterly,2017,2,,Chemnitz,94.64229011535645,0.23856539651751518
EFH,quarterly,2017,3,,Chemnitz,93.25759696960449,0.2554021328687668
EFH,quarterly,2017,4,,Chemnitz,89.90253257751465,0.27091001719236374
EFH,quarterly,2018,1,,Chemnitz,78.92448711395264,0.303151398897171
EFH,quarterly,2018,2,,Chemnitz,86.58073711395264,0.2674371153116226
EFH,quarterly,2018,3,,Chemnitz,83.37610912322998,0.24183348938822746
EFH,quarterly,2018,4,,Chemnitz,79.08556079864502,0.23811433091759682
EFH,quarterly,2019,1,,Chemnitz,89.21645736694336,0.19747330248355865
EFH,quarterly,2019,2,,Chemnitz,88.56004524230957,0.21646680682897568
EFH,quarterly,2019,3,,Chemnitz,88.94064712524414,0.2060314677655697
EFH,quarterly,2019,4,,Chemnitz,85.72401428222656,0.20538565889000893
EFH,quarterly,2020,1,,Chemnitz,85.90478515625,0.21644335240125656
EFH,quarterly,2020,2,,Chemnitz,81.15158081054688,0.21428240090608597
EFH,quarterly,2020,3,,Chemnitz,70.16272068023682,0.26089559495449066
EFH,quarterly,2020,4,,Chemnitz,70.77839183807373,0.2491973266005516
EFH,quarterly,2021,1,,Chemnitz,61.97682857513428,0.2741973251104355
EFH,quarterly,2021,2,,Chemnitz,55.48912334442139,0.34665048122406006
EFH,quarterly,2021,3,,Chemnitz,66.25639152526855,0.33640092611312866
EFH,quarterly,2021,4,,Chemnitz,65.03298759460449,0.35969017446041107
EFH,quarterly,2022,1,,Chemnitz,63.32572650909424,0.38358723372220993
EFH,quarterly,2022,2,,Chemnitz,65.92468452453613,0.3486170023679733
EFH,quarterly,2022,3,,Chemnitz,62.984283447265625,0.32830752432346344
EFH,quarterly,2022,4,,Chemnitz,66.9118537902832,0.306144405156374
EFH,quarterly,2023,1,,Chemnitz,77.07393741607666,0.2102364767342806
EFH,quarterly,2023,2,,Chemnitz,84.47497940063477,0.14536905102431774
EFH,quarterly,2023,3,,Chemnitz,86.24492645263672,0.12323200330138206
EFH,quarterly,2023,4,,Chemnitz,92.0407600402832,0.10043326020240784
EFH,quarterly,2024,1,,Chemnitz,96.80759811401367,0.08849805127829313
