Year,Quarter,City,Rent_Index,Sales_Index,Inflation_adjusted,Granularity
2012,1.0,GREIX_NATIONAL,89.8878402709961,75.53173065185547,0,quarterly
2012,1.0,GREIX_NATIONAL,93.1890640258789,78.2540512084961,1,quarterly
2012,2.0,GREIX_NATIONAL,91.35387420654297,77.4549331665039,0,quarterly
2012,2.0,GREIX_NATIONAL,94.36390686035156,79.96320343017578,1,quarterly
2012,3.0,GREIX_NATIONAL,91.58903503417969,79.23231506347656,0,quarterly
2012,3.0,GREIX_NATIONAL,94.09265899658203,81.35415649414062,1,quarterly
2012,4.0,GREIX_NATIONAL,91.99256134033203,80.56425476074219,0,quarterly
2012,4.0,GREIX_NATIONAL,94.20004272460938,82.43223571777344,1,quarterly
2012,,GREIX_NATIONAL,91.35443516331682,78.32389068603516,0,annual
2012,,GREIX_NATIONAL,94.11774167397054,80.63606262207031,1,annual
2013,1.0,GREIX_NATIONAL,93.9953842163086,82.38877868652344,0,quarterly
2013,1.0,GREIX_NATIONAL,95.97364044189453,84.0583724975586,1,quarterly
2013,2.0,GREIX_NATIONAL,94.80167388916016,84.71504974365234,0,quarterly
2013,2.0,GREIX_NATIONAL,96.4495849609375,86.15843963623047,1,quarterly
2013,3.0,GREIX_NATIONAL,95.14537811279297,86.2567367553711,0,quarterly
2013,3.0,GREIX_NATIONAL,96.1781005859375,87.1476058959961,1,quarterly
2013,4.0,GREIX_NATIONAL,95.72798156738281,87.43785095214844,0,quarterly
2013,4.0,GREIX_NATIONAL,96.69806671142578,88.28544616699219,1,quarterly
2013,,GREIX_NATIONAL,94.83681420922781,85.33392333984375,0,annual
2013,,GREIX_NATIONAL,96.24545808223324,86.5506820678711,1,annual
2014,1.0,GREIX_NATIONAL,95.99513244628906,89.39305114746094,0,quarterly
2014,1.0,GREIX_NATIONAL,96.82994079589844,90.11811828613281,1,quarterly
2014,2.0,GREIX_NATIONAL,96.96826934814453,91.21759796142578,0,quarterly
2014,2.0,GREIX_NATIONAL,97.60321044921875,91.78482055664062,1,quarterly
2014,3.0,GREIX_NATIONAL,97.86033630371094,92.92638397216797,0,quarterly
2014,3.0,GREIX_NATIONAL,98.08329010009766,93.09645080566406,1,quarterly
2014,4.0,GREIX_NATIONAL,98.45040893554688,94.52716827392578,0,quarterly
2014,4.0,GREIX_NATIONAL,98.91947174072266,94.96642303466797,1,quarterly
2014,,GREIX_NATIONAL,97.25705994451768,92.27706146240234,0,annual
2014,,GREIX_NATIONAL,97.80030511864312,92.75177001953125,1,annual
2015,1.0,GREIX_NATIONAL,99.5301284790039,96.56890869140625,0,quarterly
2015,1.0,GREIX_NATIONAL,100.3599624633789,97.4019775390625,1,quarterly
2015,2.0,GREIX_NATIONAL,99.9974594116211,99.0979232788086,0,quarterly
2015,2.0,GREIX_NATIONAL,99.66161346435547,98.75736236572266,1,quarterly
2015,3.0,GREIX_NATIONAL,99.81878662109375,101.37419128417969,0,quarterly
2015,3.0,GREIX_NATIONAL,99.30900573730469,100.82482147216797,1,quarterly
2015,4.0,GREIX_NATIONAL,100.65363311767578,102.95897674560547,0,quarterly
2015,4.0,GREIX_NATIONAL,100.66943359375,103.0158462524414,1,quarterly
2015,,GREIX_NATIONAL,100.0,100.0,0,annual
2015,,GREIX_NATIONAL,100.0,100.0,1,annual
2016,1.0,GREIX_NATIONAL,102.12519073486328,106.28759765625,0,quarterly
2016,1.0,GREIX_NATIONAL,102.68452453613281,106.88107299804688,1,quarterly
2016,2.0,GREIX_NATIONAL,103.34762573242188,109.3373031616211,0,quarterly
2016,2.0,GREIX_NATIONAL,102.85591888427734,108.81694793701172,1,quarterly
2016,3.0,GREIX_NATIONAL,104.45757293701172,113.11939239501953,0,quarterly
2016,3.0,GREIX_NATIONAL,103.41609191894531,111.9496078491211,1,quarterly
2016,4.0,GREIX_NATIONAL,105.24606323242188,117.11753845214844,0,quarterly
2016,4.0,GREIX_NATIONAL,104.26953125,115.9829330444336,1,quarterly
2016,,GREIX_NATIONAL,103.67115581565574,111.08799743652344,0,annual
2016,,GREIX_NATIONAL,103.18896804957151,110.54440307617188,1,annual
2017,1.0,GREIX_NATIONAL,106.85149383544922,119.58890533447266,0,quarterly
2017,1.0,GREIX_NATIONAL,105.74922180175781,118.31318664550781,1,quarterly
2017,2.0,GREIX_NATIONAL,107.75360107421875,123.63565063476562,0,quarterly
2017,2.0,GREIX_NATIONAL,105.75611877441406,121.31646728515625,1,quarterly
2017,3.0,GREIX_NATIONAL,108.64095306396484,125.74858856201172,0,quarterly
2017,3.0,GREIX_NATIONAL,105.8939437866211,122.54793548583984,1,quarterly
2017,4.0,GREIX_NATIONAL,109.72562408447266,128.56399536132812,0,quarterly
2017,4.0,GREIX_NATIONAL,107.17222595214844,125.53641510009766,1,quarterly
2017,,GREIX_NATIONAL,108.19969341286514,123.56077575683594,0,annual
2017,,GREIX_NATIONAL,106.10417519663753,121.12773895263672,1,annual
2018,1.0,GREIX_NATIONAL,111.12177276611328,131.92433166503906,0,quarterly
2018,1.0,GREIX_NATIONAL,108.53589630126953,128.81759643554688,1,quarterly
2018,2.0,GREIX_NATIONAL,112.35289001464844,135.44729614257812,0,quarterly
2018,2.0,GREIX_NATIONAL,108.35730743408203,130.64161682128906,1,quarterly
2018,3.0,GREIX_NATIONAL,113.24073791503906,138.6381072998047,0,quarterly
2018,3.0,GREIX_NATIONAL,108.29271697998047,132.61056518554688,1,quarterly
2018,4.0,GREIX_NATIONAL,113.87289428710938,141.00436401367188,0,quarterly
2018,4.0,GREIX_NATIONAL,109.04436492919922,135.00308227539062,1,quarterly
2018,,GREIX_NATIONAL,112.55384685725885,135.76248168945312,0,annual
2018,,GREIX_NATIONAL,108.47019463628251,130.82310485839844,1,annual
2019,1.0,GREIX_NATIONAL,114.59835815429688,143.5945281982422,0,quarterly
2019,1.0,GREIX_NATIONAL,110.41024017333984,138.32186889648438,1,quarterly
2019,2.0,GREIX_NATIONAL,115.68191528320312,146.91310119628906,0,quarterly
2019,2.0,GREIX_NATIONAL,109.73894500732422,139.32626342773438,1,quarterly
2019,3.0,GREIX_NATIONAL,115.73072814941406,151.43435668945312,0,quarterly
2019,3.0,GREIX_NATIONAL,109.12808227539062,142.75650024414062,1,quarterly
2019,4.0,GREIX_NATIONAL,116.05464172363281,155.27447509765625,0,quarterly
2019,4.0,GREIX_NATIONAL,109.79864501953125,146.8380126953125,1,quarterly
2019,,GREIX_NATIONAL,115.53067216518069,148.17100524902344,0,annual
2019,,GREIX_NATIONAL,109.78124547172541,140.74549865722656,1,annual
2020,1.0,GREIX_NATIONAL,116.91893768310547,158.17164611816406,0,quarterly
2020,1.0,GREIX_NATIONAL,110.43212127685547,149.9354705810547,1,quarterly
2020,2.0,GREIX_NATIONAL,118.05149841308594,160.7030487060547,0,quarterly
2020,2.0,GREIX_NATIONAL,111.09477233886719,151.77890014648438,1,quarterly
2020,3.0,GREIX_NATIONAL,118.38314056396484,164.17034912109375,0,quarterly
2020,3.0,GREIX_NATIONAL,112.2263412475586,156.1941375732422,1,quarterly
2020,4.0,GREIX_NATIONAL,119.58267211914062,169.0114288330078,0,quarterly
2020,4.0,GREIX_NATIONAL,113.2499008178711,160.63890075683594,1,quarterly
2020,,GREIX_NATIONAL,118.1962545183408,161.86053466796875,0,annual
2020,,GREIX_NATIONAL,111.71515711254881,153.5265350341797,1,annual
2021,1.0,GREIX_NATIONAL,120.46446228027344,175.69699096679688,0,quarterly
2021,1.0,GREIX_NATIONAL,112.10057067871094,164.0885772705078,1,quarterly
2021,2.0,GREIX_NATIONAL,120.97721099853516,183.36788940429688,0,quarterly
2021,2.0,GREIX_NATIONAL,111.40771484375,169.47280883789062,1,quarterly
2021,3.0,GREIX_NATIONAL,121.77692413330078,189.79261779785156,0,quarterly
2021,3.0,GREIX_NATIONAL,111.13353729248047,173.8299102783203,1,quarterly
2021,4.0,GREIX_NATIONAL,123.08341217041016,194.17523193359375,0,quarterly
2021,4.0,GREIX_NATIONAL,111.32260131835938,176.2555389404297,1,quarterly
2021,,GREIX_NATIONAL,121.74463050841693,183.26123046875,0,annual
2021,,GREIX_NATIONAL,111.64518203071493,168.65328979492188,1,annual
2022,1.0,GREIX_NATIONAL,124.68131256103516,198.660888671875,0,quarterly
2022,1.0,GREIX_NATIONAL,110.71942138671875,177.0516357421875,1,quarterly
2022,2.0,GREIX_NATIONAL,126.77448272705078,201.4981231689453,0,quarterly
2022,2.0,GREIX_NATIONAL,109.45863342285156,174.60406494140625,1,quarterly
2022,3.0,GREIX_NATIONAL,127.74200439453125,197.41098022460938,0,quarterly
2022,3.0,GREIX_NATIONAL,108.54227447509766,168.3455352783203,1,quarterly
2022,4.0,GREIX_NATIONAL,128.8127899169922,187.6683349609375,0,quarterly
2022,4.0,GREIX_NATIONAL,107.29779052734375,156.88734436035156,1,quarterly
2022,,GREIX_NATIONAL,127.08255591130914,194.5786590576172,0,annual
2022,,GREIX_NATIONAL,109.0460296016497,167.55337524414062,1,annual
2023,1.0,GREIX_NATIONAL,131.41500854492188,181.8745574951172,0,quarterly
2023,1.0,GREIX_NATIONAL,107.81834411621094,149.7561798095703,1,quarterly
2023,2.0,GREIX_NATIONAL,132.87852478027344,180.72036743164062,0,quarterly
2023,2.0,GREIX_NATIONAL,107.67931365966797,146.9770965576172,1,quarterly
2023,3.0,GREIX_NATIONAL,134.34974670410156,175.32376098632812,0,quarterly
2023,3.0,GREIX_NATIONAL,108.09917449951172,141.57656860351562,1,quarterly
2023,4.0,GREIX_NATIONAL,135.71151733398438,173.9889373779297,0,quarterly
2023,4.0,GREIX_NATIONAL,109.16387939453125,140.4588165283203,1,quarterly
2023,,GREIX_NATIONAL,133.90506058350806,175.1197052001953,0,annual
2023,,GREIX_NATIONAL,108.45124499636876,142.3333282470703,1,annual
2024,1.0,GREIX_NATIONAL,139.7043914794922,173.16184997558594,0,quarterly
2024,1.0,GREIX_NATIONAL,111.80475616455078,139.0809326171875,1,quarterly
2024,2.0,GREIX_NATIONAL,141.5212860107422,175.46363830566406,0,quarterly
2024,2.0,GREIX_NATIONAL,112.11956787109375,139.51211547851562,1,quarterly
2024,3.0,GREIX_NATIONAL,142.7023468017578,176.74612426757812,0,quarterly
2024,3.0,GREIX_NATIONAL,112.6460952758789,140.0232391357422,1,quarterly
2024,4.0,GREIX_NATIONAL,142.79788208007812,177.19540405273438,0,quarterly
2024,4.0,GREIX_NATIONAL,112.28388214111328,139.8341522216797,1,quarterly
2024,,GREIX_NATIONAL,141.75797905076195,173.5244598388672,0,annual
2024,,GREIX_NATIONAL,112.27784437398188,137.92832946777344,1,annual
2025,1.0,GREIX_NATIONAL,145.7339630126953,178.9772491455078,0,quarterly
2025,1.0,GREIX_NATIONAL,114.05486297607422,140.5775909423828,1,quarterly
2025,2.0,GREIX_NATIONAL,146.94834899902344,180.2051239013672,0,quarterly
2025,2.0,GREIX_NATIONAL,114.060791015625,140.37960815429688,1,quarterly
