Year,Quarter,Month,City,Index,AVG_PRICE_SQM,MED_PRICE_SQM,P75_PRICE_SQM,P25_PRICE_SQM,Inflation_adjusted,TOM_4Q,Closed_one_week_4Q,Granularity
2021,2.0,,GREIX_NATIONAL,120.9766845703125,11.42,11.11,13.24,9.21,0,24.52962303161621,0.34622475504875183,quarterly
2021,2.0,,GREIX_NATIONAL,111.4072036743164,10.51,10.23,12.19,8.48,1,24.52962303161621,0.34622475504875183,quarterly
2021,3.0,7.0,GREIX_NATIONAL,121.39192199707031,11.39,11.09,13.24,9.22,0,,,monthly
2021,3.0,7.0,GREIX_NATIONAL,110.9601058959961,10.41,10.14,12.1,8.43,1,,,monthly
2021,3.0,8.0,GREIX_NATIONAL,121.58390808105469,11.41,11.11,13.26,9.23,0,,,monthly
2021,3.0,8.0,GREIX_NATIONAL,111.02821350097656,10.42,10.14,12.11,8.43,1,,,monthly
2021,3.0,9.0,GREIX_NATIONAL,122.45238494873047,11.49,11.19,13.36,9.3,0,,,monthly
2021,3.0,9.0,GREIX_NATIONAL,111.49810791015625,10.46,10.19,12.16,8.47,1,,,monthly
2021,3.0,,GREIX_NATIONAL,121.77606201171875,11.49,11.18,13.32,9.27,0,28.42812156677246,0.3307015001773834,quarterly
2021,3.0,,GREIX_NATIONAL,111.1327133178711,10.49,10.200000000000001,12.16,8.46,1,28.42812156677246,0.3307015001773834,quarterly
2021,4.0,10.0,GREIX_NATIONAL,122.76827239990234,11.52,11.21,13.39,9.32,0,,,monthly
2021,4.0,10.0,GREIX_NATIONAL,111.2498550415039,10.44,10.16,12.13,8.45,1,,,monthly
2021,4.0,11.0,GREIX_NATIONAL,122.87611389160156,11.53,11.22,13.4,9.33,0,,,monthly
2021,4.0,11.0,GREIX_NATIONAL,111.13447570800781,10.43,10.15,12.120000000000001,8.44,1,,,monthly
2021,4.0,12.0,GREIX_NATIONAL,123.88236236572266,11.63,11.32,13.51,9.41,0,,,monthly
2021,4.0,12.0,GREIX_NATIONAL,111.8305435180664,10.5,10.22,12.200000000000001,8.49,1,,,monthly
2021,4.0,,GREIX_NATIONAL,123.08242797851562,11.61,11.3,13.47,9.370000000000001,0,30.972925186157227,0.315624475479126,quarterly
2021,4.0,,GREIX_NATIONAL,111.3216781616211,10.5,10.22,12.18,8.47,1,30.972925186157227,0.315624475479126,quarterly
2021,,,GREIX_NATIONAL,121.74348861510845,11.66,11.33,13.58,9.39,0,,,annual
2021,,,GREIX_NATIONAL,111.64411506629767,10.69,10.39,12.450000000000001,8.61,1,,,annual
2022,1.0,1.0,GREIX_NATIONAL,124.3850326538086,11.67,11.36,13.57,9.44,0,,,monthly
2022,1.0,1.0,GREIX_NATIONAL,111.7506332397461,10.49,10.21,12.19,8.49,1,,,monthly
2022,1.0,2.0,GREIX_NATIONAL,124.65890502929688,11.700000000000001,11.39,13.6,9.47,0,,,monthly
2022,1.0,2.0,GREIX_NATIONAL,111.15142059326172,10.43,10.15,12.120000000000001,8.44,1,,,monthly
2022,1.0,3.0,GREIX_NATIONAL,125.05690002441406,11.74,11.42,13.64,9.5,0,,,monthly
2022,1.0,3.0,GREIX_NATIONAL,109.34012603759766,10.26,9.99,11.93,8.3,1,,,monthly
2022,1.0,,GREIX_NATIONAL,124.68028259277344,11.77,11.450000000000001,13.64,9.49,0,31.604976654052734,0.3095466196537018,quarterly
2022,1.0,,GREIX_NATIONAL,110.7184829711914,10.450000000000001,10.17,12.11,8.43,1,31.604976654052734,0.3095466196537018,quarterly
2022,2.0,4.0,GREIX_NATIONAL,126.07117462158203,11.83,11.52,13.75,9.57,0,,,monthly
2022,2.0,4.0,GREIX_NATIONAL,109.51775360107422,10.28,10.0,11.950000000000001,8.32,1,,,monthly
2022,2.0,5.0,GREIX_NATIONAL,126.73914337158203,11.89,11.58,13.82,9.620000000000001,0,,,monthly
2022,2.0,5.0,GREIX_NATIONAL,109.09529876708984,10.24,9.97,11.9,8.28,1,,,monthly
2022,2.0,6.0,GREIX_NATIONAL,127.65103149414062,11.98,11.66,13.92,9.69,0,,,monthly
2022,2.0,6.0,GREIX_NATIONAL,109.88024139404297,10.31,10.040000000000001,11.99,8.34,1,,,monthly
2022,2.0,,GREIX_NATIONAL,126.77327728271484,11.96,11.64,13.870000000000001,9.65,0,32.05136489868164,0.30833131074905396,quarterly
2022,2.0,,GREIX_NATIONAL,109.45758056640625,10.33,10.05,11.98,8.33,1,32.05136489868164,0.30833131074905396,quarterly
2022,3.0,7.0,GREIX_NATIONAL,127.874755859375,12.0,11.68,13.950000000000001,9.71,0,,,monthly
2022,3.0,7.0,GREIX_NATIONAL,109.57384490966797,10.28,10.01,11.950000000000001,8.32,1,,,monthly
2022,3.0,8.0,GREIX_NATIONAL,127.95671081542969,12.01,11.69,13.96,9.72,0,,,monthly
2022,3.0,8.0,GREIX_NATIONAL,109.24788665771484,10.25,9.98,11.92,8.3,1,,,monthly
2022,3.0,9.0,GREIX_NATIONAL,127.57337188720703,11.97,11.65,13.92,9.69,0,,,monthly
2022,3.0,9.0,GREIX_NATIONAL,106.98766326904297,10.040000000000001,9.77,11.67,8.120000000000001,1,,,monthly
2022,3.0,,GREIX_NATIONAL,127.7408447265625,12.05,11.73,13.98,9.72,0,28.43295669555664,0.32155653834342957,quarterly
2022,3.0,,GREIX_NATIONAL,108.541259765625,10.24,9.97,11.88,8.26,1,28.43295669555664,0.32155653834342957,quarterly
2022,4.0,10.0,GREIX_NATIONAL,128.25518798828125,12.040000000000001,11.72,13.99,9.74,0,,,monthly
2022,4.0,10.0,GREIX_NATIONAL,106.80133819580078,10.02,9.76,11.65,8.11,1,,,monthly
2022,4.0,11.0,GREIX_NATIONAL,128.17950439453125,12.030000000000001,11.71,13.98,9.73,0,,,monthly
2022,4.0,11.0,GREIX_NATIONAL,106.5505599975586,10.0,9.73,11.620000000000001,8.09,1,,,monthly
2022,4.0,12.0,GREIX_NATIONAL,130.44314575195312,12.24,11.92,14.23,9.9,0,,,monthly
2022,4.0,12.0,GREIX_NATIONAL,108.91116333007812,10.22,9.950000000000001,11.88,8.27,1,,,monthly
2022,4.0,,GREIX_NATIONAL,128.81163024902344,12.16,11.83,14.09,9.8,0,24.89552879333496,0.3483400344848633,quarterly
2022,4.0,,GREIX_NATIONAL,107.29679870605469,10.13,9.85,11.74,8.17,1,24.89552879333496,0.3483400344848633,quarterly
2022,,,GREIX_NATIONAL,127.08124315096825,12.17,11.83,14.17,9.8,0,,,annual
2022,,,GREIX_NATIONAL,109.04487677520254,10.450000000000001,10.15,12.16,8.41,1,,,annual
2023,1.0,1.0,GREIX_NATIONAL,131.00608825683594,12.290000000000001,11.97,14.290000000000001,9.950000000000001,0,,,monthly
2023,1.0,1.0,GREIX_NATIONAL,108.32852935791016,10.17,9.9,11.82,8.23,1,,,monthly
2023,1.0,2.0,GREIX_NATIONAL,131.3272705078125,12.32,12.0,14.32,9.97,0,,,monthly
2023,1.0,2.0,GREIX_NATIONAL,107.74571990966797,10.11,9.84,11.75,8.18,1,,,monthly
2023,1.0,3.0,GREIX_NATIONAL,132.17453002929688,12.4,12.07,14.42,10.040000000000001,0,,,monthly
2023,1.0,3.0,GREIX_NATIONAL,107.60023498535156,10.1,9.83,11.74,8.17,1,,,monthly
2023,1.0,,GREIX_NATIONAL,131.41363525390625,12.4,12.07,14.38,10.0,0,25.247636795043945,0.33639129996299744,quarterly
2023,1.0,,GREIX_NATIONAL,107.81715393066406,10.17,9.9,11.8,8.21,1,25.247636795043945,0.33639129996299744,quarterly
2023,2.0,4.0,GREIX_NATIONAL,133.02352905273438,12.48,12.15,14.51,10.1,0,,,monthly
2023,2.0,4.0,GREIX_NATIONAL,107.8270034790039,10.120000000000001,9.85,11.76,8.19,1,,,monthly
2023,2.0,5.0,GREIX_NATIONAL,132.82266235351562,12.47,12.13,14.49,10.08,0,,,monthly
2023,2.0,5.0,GREIX_NATIONAL,107.7566146850586,10.11,9.84,11.75,8.18,1,,,monthly
2023,2.0,6.0,GREIX_NATIONAL,133.19793701171875,12.5,12.17,14.530000000000001,10.11,0,,,monthly
2023,2.0,6.0,GREIX_NATIONAL,107.78350830078125,10.120000000000001,9.85,11.76,8.18,1,,,monthly
2023,2.0,,GREIX_NATIONAL,132.8769989013672,12.540000000000001,12.200000000000001,14.540000000000001,10.11,0,25.105587005615234,0.3341701328754425,quarterly
2023,2.0,,GREIX_NATIONAL,107.67801666259766,10.16,9.89,11.78,8.2,1,25.105587005615234,0.3341701328754425,quarterly
2023,3.0,7.0,GREIX_NATIONAL,133.90223693847656,12.57,12.23,14.61,10.17,0,,,monthly
2023,3.0,7.0,GREIX_NATIONAL,108.07581329345703,10.14,9.870000000000001,11.790000000000001,8.21,1,,,monthly
2023,3.0,8.0,GREIX_NATIONAL,134.41192626953125,12.61,12.280000000000001,14.66,10.21,0,,,monthly
2023,3.0,8.0,GREIX_NATIONAL,108.11788177490234,10.15,9.88,11.790000000000001,8.21,1,,,monthly
2023,3.0,9.0,GREIX_NATIONAL,135.25357055664062,12.69,12.36,14.75,10.27,0,,,monthly
2023,3.0,9.0,GREIX_NATIONAL,108.51782989501953,10.18,9.91,11.84,8.24,1,,,monthly
2023,3.0,,GREIX_NATIONAL,134.34817504882812,12.68,12.33,14.700000000000001,10.23,0,25.071500778198242,0.331188440322876,quarterly
2023,3.0,,GREIX_NATIONAL,108.09785461425781,10.200000000000001,9.93,11.83,8.23,1,25.071500778198242,0.331188440322876,quarterly
2023,4.0,10.0,GREIX_NATIONAL,135.17364501953125,12.69,12.35,14.74,10.26,0,,,monthly
2023,4.0,10.0,GREIX_NATIONAL,108.45369720458984,10.18,9.91,11.83,8.23,1,,,monthly
2023,4.0,11.0,GREIX_NATIONAL,135.7060546875,12.74,12.4,14.8,10.3,0,,,monthly
2023,4.0,11.0,GREIX_NATIONAL,109.34497833251953,10.26,9.99,11.93,8.3,1,,,monthly
2023,4.0,12.0,GREIX_NATIONAL,137.0193634033203,12.86,12.52,14.950000000000001,10.4,0,,,monthly
2023,4.0,12.0,GREIX_NATIONAL,110.30911254882812,10.35,10.08,12.030000000000001,8.38,1,,,monthly
2023,4.0,,GREIX_NATIONAL,135.7101287841797,12.81,12.46,14.85,10.33,0,25.370508193969727,0.3212461769580841,quarterly
2023,4.0,,GREIX_NATIONAL,109.16271209716797,10.3,10.02,11.94,8.31,1,25.370508193969727,0.3212461769580841,quarterly
2023,,,GREIX_NATIONAL,133.9012426338169,12.83,12.46,14.93,10.33,0,,,annual
2023,,,GREIX_NATIONAL,108.44812581409076,10.39,10.09,12.09,8.36,1,,,annual
2024,1.0,1.0,GREIX_NATIONAL,139.84840393066406,13.120000000000001,12.77,15.25,10.620000000000001,0,,,monthly
2024,1.0,1.0,GREIX_NATIONAL,112.39519500732422,10.55,10.27,12.26,8.53,1,,,monthly
2024,1.0,2.0,GREIX_NATIONAL,139.8292694091797,13.120000000000001,12.77,15.25,10.620000000000001,0,,,monthly
2024,1.0,2.0,GREIX_NATIONAL,111.90402221679688,10.5,10.22,12.21,8.5,1,,,monthly
2024,1.0,3.0,GREIX_NATIONAL,140.2527313232422,13.16,12.81,15.3,10.65,0,,,monthly
2024,1.0,3.0,GREIX_NATIONAL,111.76971435546875,10.49,10.21,12.19,8.49,1,,,monthly
2024,1.0,,GREIX_NATIONAL,139.70465087890625,13.18,12.83,15.290000000000001,10.63,0,27.684833526611328,0.29743465781211853,quarterly
2024,1.0,,GREIX_NATIONAL,111.804931640625,10.55,10.27,12.23,8.51,1,27.684833526611328,0.29743465781211853,quarterly
2024,2.0,4.0,GREIX_NATIONAL,140.97451782226562,13.23,12.88,15.38,10.700000000000001,0,,,monthly
2024,2.0,4.0,GREIX_NATIONAL,111.77941131591797,10.49,10.21,12.19,8.49,1,,,monthly
2024,2.0,5.0,GREIX_NATIONAL,142.38636779785156,13.36,13.01,15.530000000000001,10.81,0,,,monthly
2024,2.0,5.0,GREIX_NATIONAL,112.80423736572266,10.59,10.3,12.3,8.57,1,,,monthly
2024,2.0,6.0,GREIX_NATIONAL,142.2151336669922,13.35,12.99,15.51,10.8,0,,,monthly
2024,2.0,6.0,GREIX_NATIONAL,112.57422637939453,10.57,10.28,12.280000000000001,8.55,1,,,monthly
2024,2.0,,GREIX_NATIONAL,141.52110290527344,13.35,12.99,15.48,10.77,0,29.545757293701172,0.2766221761703491,quarterly
2024,2.0,,GREIX_NATIONAL,112.11939239501953,10.58,10.290000000000001,12.27,8.53,1,29.545757293701172,0.2766221761703491,quarterly
2024,3.0,7.0,GREIX_NATIONAL,142.4242706298828,13.370000000000001,13.01,15.530000000000001,10.81,0,,,monthly
2024,3.0,7.0,GREIX_NATIONAL,112.36333465576172,10.55,10.26,12.26,8.53,1,,,monthly
2024,3.0,8.0,GREIX_NATIONAL,142.60845947265625,13.38,13.030000000000001,15.55,10.83,0,,,monthly
2024,3.0,8.0,GREIX_NATIONAL,112.60261535644531,10.57,10.290000000000001,12.280000000000001,8.55,1,,,monthly
2024,3.0,9.0,GREIX_NATIONAL,143.93077087402344,13.51,13.15,15.700000000000001,10.93,0,,,monthly
2024,3.0,9.0,GREIX_NATIONAL,113.6467056274414,10.67,10.38,12.4,8.63,1,,,monthly
2024,3.0,,GREIX_NATIONAL,142.70278930664062,13.47,13.1,15.610000000000001,10.86,0,30.258010864257812,0.25723204016685486,quarterly
2024,3.0,,GREIX_NATIONAL,112.64640045166016,10.63,10.34,12.33,8.57,1,30.258010864257812,0.25723204016685486,quarterly
2024,4.0,10.0,GREIX_NATIONAL,142.77999877929688,13.4,13.040000000000001,15.57,10.84,0,,,monthly
2024,4.0,10.0,GREIX_NATIONAL,112.26910400390625,10.540000000000001,10.26,12.25,8.52,1,,,monthly
2024,4.0,11.0,GREIX_NATIONAL,142.5396728515625,13.38,13.02,15.55,10.82,0,,,monthly
2024,4.0,11.0,GREIX_NATIONAL,112.36054992675781,10.55,10.26,12.26,8.53,1,,,monthly
2024,4.0,12.0,GREIX_NATIONAL,144.17291259765625,13.530000000000001,13.17,15.73,10.950000000000001,0,,,monthly
2024,4.0,12.0,GREIX_NATIONAL,113.08210754394531,10.61,10.33,12.33,8.59,1,,,monthly
2024,4.0,,GREIX_NATIONAL,142.80569458007812,13.48,13.11,15.620000000000001,10.870000000000001,0,30.211347579956055,0.26406601071357727,quarterly
2024,4.0,,GREIX_NATIONAL,112.28997039794922,10.6,10.31,12.290000000000001,8.55,1,30.211347579956055,0.26406601071357727,quarterly
2024,,,GREIX_NATIONAL,141.7495229766785,13.58,13.19,15.81,10.93,0,,,annual
2024,,,GREIX_NATIONAL,112.27113907362755,10.75,10.450000000000001,12.52,8.66,1,,,annual
2025,1.0,1.0,GREIX_NATIONAL,145.7966766357422,13.68,13.32,15.9,11.07,0,,,monthly
2025,1.0,1.0,GREIX_NATIONAL,114.54581451416016,10.75,10.46,12.49,8.700000000000001,1,,,monthly
2025,1.0,2.0,GREIX_NATIONAL,145.76431274414062,13.68,13.32,15.9,11.07,0,,,monthly
2025,1.0,2.0,GREIX_NATIONAL,114.04638671875,10.700000000000001,10.42,12.44,8.66,1,,,monthly
2025,1.0,3.0,GREIX_NATIONAL,146.78517150878906,13.780000000000001,13.41,16.01,11.15,0,,,monthly
2025,1.0,3.0,GREIX_NATIONAL,114.46607971191406,10.74,10.46,12.49,8.69,1,,,monthly
2025,1.0,,GREIX_NATIONAL,145.84268188476562,13.76,13.39,15.96,11.1,0,28.110326766967773,0.28332385420799255,quarterly
2025,1.0,,GREIX_NATIONAL,114.13990020751953,10.77,10.48,12.49,8.69,1,28.110326766967773,0.28332385420799255,quarterly
2025,2.0,4.0,GREIX_NATIONAL,146.92657470703125,13.790000000000001,13.42,16.03,11.16,0,,,monthly
2025,2.0,4.0,GREIX_NATIONAL,114.10562133789062,10.71,10.42,12.450000000000001,8.66,1,,,monthly
2025,2.0,5.0,GREIX_NATIONAL,147.06393432617188,13.8,13.43,16.04,11.17,0,,,monthly
2025,2.0,5.0,GREIX_NATIONAL,114.1185302734375,10.71,10.42,12.450000000000001,8.66,1,,,monthly
2025,2.0,6.0,GREIX_NATIONAL,148.11436462402344,13.9,13.530000000000001,16.16,11.25,0,,,monthly
2025,2.0,6.0,GREIX_NATIONAL,114.93363952636719,10.790000000000001,10.5,12.540000000000001,8.73,1,,,monthly
2025,2.0,,GREIX_NATIONAL,147.04171752929688,13.88,13.5,16.09,11.19,0,26.266788482666016,0.3023148477077484,quarterly
2025,2.0,,GREIX_NATIONAL,114.13321685791016,10.77,10.48,12.49,8.69,1,26.266788482666016,0.3023148477077484,quarterly
2025,3.0,7.0,GREIX_NATIONAL,147.61463928222656,13.85,13.48,16.1,11.21,0,,,monthly
2025,3.0,7.0,GREIX_NATIONAL,114.1709213256836,10.72,10.43,12.450000000000001,8.67,1,,,monthly
2025,3.0,8.0,GREIX_NATIONAL,147.94468688964844,13.88,13.51,16.14,11.23,0,,,monthly
2025,3.0,8.0,GREIX_NATIONAL,114.33262634277344,10.73,10.44,12.47,8.68,1,,,monthly
2025,3.0,9.0,GREIX_NATIONAL,148.52357482910156,13.94,13.57,16.2,11.28,0,,,monthly
2025,3.0,9.0,GREIX_NATIONAL,114.49911499023438,10.75,10.46,12.49,8.69,1,,,monthly
2025,3.0,,GREIX_NATIONAL,147.7378387451172,13.94,13.56,16.16,11.25,0,25.6875057220459,0.3180924355983734,quarterly
2025,3.0,,GREIX_NATIONAL,114.11125946044922,10.77,10.48,12.49,8.69,1,25.6875057220459,0.3180924355983734,quarterly
2025,4.0,10.0,GREIX_NATIONAL,149.09716796875,13.99,13.620000000000001,16.26,11.32,0,,,monthly
2025,4.0,10.0,GREIX_NATIONAL,114.56749725341797,10.75,10.47,12.5,8.700000000000001,1,,,monthly
2025,4.0,11.0,GREIX_NATIONAL,149.5020294189453,14.030000000000001,13.66,16.31,11.35,0,,,monthly
2025,4.0,11.0,GREIX_NATIONAL,115.15947723388672,10.81,10.52,12.56,8.74,1,,,monthly
2025,4.0,12.0,GREIX_NATIONAL,150.59527587890625,14.13,13.76,16.43,11.43,0,,,monthly
2025,4.0,12.0,GREIX_NATIONAL,116.00157928466797,10.89,10.6,12.65,8.81,1,,,monthly
2025,4.0,,GREIX_NATIONAL,149.3556365966797,14.09,13.71,16.34,11.370000000000001,0,26.046594619750977,0.30909207463264465,quarterly
2025,4.0,,GREIX_NATIONAL,114.95375061035156,10.85,10.55,12.58,8.75,1,26.046594619750977,0.30909207463264465,quarterly
2025,,,GREIX_NATIONAL,147.65165550109978,14.14,13.74,16.47,11.39,0,,,annual
2025,,,GREIX_NATIONAL,114.46002536157478,10.96,10.65,12.76,8.83,1,,,annual
2026,1.0,1.0,GREIX_NATIONAL,150.00082397460938,14.08,13.700000000000001,16.36,11.39,0,,,monthly
2026,1.0,1.0,GREIX_NATIONAL,115.44959259033203,10.84,10.55,12.59,8.77,1,,,monthly
2026,1.0,2.0,GREIX_NATIONAL,150.87181091308594,14.16,13.780000000000001,16.46,11.46,0,,,monthly
2026,1.0,2.0,GREIX_NATIONAL,115.83698272705078,10.870000000000001,10.58,12.64,8.8,1,,,monthly
2026,1.0,3.0,GREIX_NATIONAL,150.91075134277344,14.16,13.790000000000001,16.46,11.46,0,,,monthly
2026,1.0,3.0,GREIX_NATIONAL,114.56398010253906,10.75,10.47,12.5,8.700000000000001,1,,,monthly
2026,1.0,,GREIX_NATIONAL,150.2535400390625,14.18,13.8,16.44,11.44,0,26.69223976135254,0.30209749937057495,quarterly
2026,1.0,,GREIX_NATIONAL,115.02040100097656,10.85,10.56,12.58,8.76,1,26.69223976135254,0.30209749937057495,quarterly
2026,2.0,4.0,GREIX_NATIONAL,151.01983642578125,14.17,13.8,16.47,11.47,0,,,monthly
2026,2.0,4.0,GREIX_NATIONAL,114.00579833984375,10.700000000000001,10.41,12.44,8.66,1,,,monthly
2026,2.0,5.0,GREIX_NATIONAL,152.1949462890625,14.280000000000001,13.9,16.6,11.56,0,,,monthly
2026,2.0,5.0,GREIX_NATIONAL,115.07672119140625,10.8,10.51,12.55,8.74,1,,,monthly
2026,2.0,6.0,GREIX_NATIONAL,152.1988525390625,14.280000000000001,13.9,16.6,11.56,0,,,monthly
2026,2.0,6.0,GREIX_NATIONAL,115.44911193847656,10.84,10.55,12.59,8.77,1,,,monthly
2026,2.0,,GREIX_NATIONAL,151.39076232910156,14.290000000000001,13.9,16.56,11.52,0,27.128015518188477,0.2934607267379761,quarterly
2026,2.0,,GREIX_NATIONAL,114.53045654296875,10.81,10.52,12.530000000000001,8.72,1,27.128015518188477,0.2934607267379761,quarterly
